id,user,subject,categorie,annotation,created,subject_class,subject_id,title,size,participants,messages,closed,closed_by,closed_by_id,closed_by_organization,closed_by_organization_id
651067340f8b75ebbb742740,Patrick PRÉVEAUX,Le calendrier scolaire,Accessibilité,Absence de données,2023-09-24 16:43,Dataset,5889d03ea3a72974cbf0d5b0,callendrier scolaire 2023-2024 et autres,2,"587f81e988ee384e209b81a5,5ef235e1b58ad098611bf14b","Bonjour,  Serait-il possible d'avoir un fichier d'export .ics complet pour les vacances scolaires 2023-2024 pour chaque zone, s'il vous plaît ?  Le fichier téléchargé ne pèse que 17 ko et n'affiche que les vacances de la Toussaint.  Merci d'avance. 
Bonjour, à ce jour l'import du calendrier https://fr.ftp.opendatasoft.com/openscol/fr-en-calendrier-scolaire/Zone-A-B-C-Corse.ics dans Thunderbird fait apparaître tous les congés de l'année.",,,,,
6501a540e1038c7bf0e58ea8,Jacques DUBOIS,Le calendrier scolaire,Accessibilité,Demande de jeu de données (set),2023-09-13 12:04,Dataset,5889d03ea3a72974cbf0d5b0,fichier ics spécifique des vacances de la Corse,3,"587f81e988ee384e209b81a5,6501a3a4d4e502c5b85862a2","Bonjour, Serait-il possible d'avoir un fichier d'export ics spécifique pour les vacances de la Corse, s'il vous plaît ? C'est la seule académie qui n'en ait pas ... Merci d'avance. 
Bonjour, le calendrier de la Corse est accessible à l'adresse https://fr.ftp.opendatasoft.com/openscol/fr-en-calendrier-scolaire/Corse.ics
Bonjour, et merci pour votre retour. J'ai effectivement vu ce lien après coup. Il serait facilitant que ce calendrier soit répertorié dans la liste des fichiers avec tous les autres. ",,,,,
64ef0a8a161b27c7631d250c,M S,Le calendrier scolaire,Accessibilité,Absence de données,2023-08-30 09:23,Dataset,5889d03ea3a72974cbf0d5b0,Vacances des Outre-Mer manquantes pour l'année 2023-2024,1,64eefad8797e52cadb7d78f8,"Bonjour,  Je vous écris ce message car le jeu de données actuel n'inclut pas les dates des vacances scolaires des zones d'Outre-Mer suivantes:  - Guadeloupe  - Martinique - Guyane  - et Mayotte   et ce à partir de l'année scolaire 2023-2024.  Les dates ayant déjà été publiées sur le site internet du Service Public (https://www.service-public.fr/particuliers/vosdroits/F31952), serait-il possible s'il vous plaît de les mettre à jour sur le jeu de données ?  En vous remerciant d'avance et en vous souhaitant une bonne journée.",,,,,
64e84f5d776ed6c944c898a1,Alexandre Coulais,Le calendrier scolaire,Accessibilité,Lien mort,2023-08-25 06:51,Dataset,5889d03ea3a72974cbf0d5b0,Impossible d'ajouter le calendrier de la Zone B,3,"64e84e062f67c88dff990268,650bda7ebe10e199e0393e43,587f81e988ee384e209b81a5","Bonjour,  J'obtiens un message d'erreur lors de l'ajout du calendrier de la Zone B : ""impossible d'ajouter cet agenda réessayer dans quelques minutes"".  Pouvez-vous voir pourquoi?  J'ai essayer tous les autres liens (le général, Zone A, Zone C et Corse) et eux fonctionnent parfaitement.  Merci bonne journée.
Bonjour, Idem pour moi. S'agissant d'OpenData, je cherche encore à savoir comment on pourrait contribuer à solutionner le pb. Mais jusque-là sans succès.
Bonjour, aujourd'hui le lien est fonctionnel et le calendrier valide : https://icalendar.org/validator.html?url=https://fr.ftp.opendatasoft.com/openscol/fr-en-calendrier-scolaire/Zone-B.ics",,,,,
64d4a2fd7554f0e8bd3dc66f,f B,Le calendrier scolaire,Accessibilité,Absence de données,2023-08-10 08:42,Dataset,5889d03ea3a72974cbf0d5b0,calendrier Ics vacances scolaires academie reunion 2023-24,2,"587f81e988ee384e209b81a5,64d49fd89c4d45980a214617","Bonjour, le fichier ics vacances scolaire academie la reunion 23-24 ne semble pas disponible? Où peut-on le trouver. Merci
Bonjour, le calendrier scolaire a été mis à jour pour l'académie de la Réunion. Un export au format ics est disponible à cette adresse : https://data.education.gouv.fr/api/explore/v2.1/catalog/datasets/fr-en-calendrier-scolaire/exports/ical?refine=location%3A%22R%C3%A9union%22&refine=annee_scolaire%3A%222023-2024%22&timezone=Europe%2FParis",,,,,
69b040c5f79b41e1642eb7f9,Guillaume Gasnier,Indices de position sociale des collèges (à partir de 2023),Actualisation,Absence de mise à jour,2026-03-10 16:03,Dataset,664d7247ce9d483d0ee5a98b,Données rentrée 2025,2,"5fc6412720b3858e6657c31b,587f81e988ee384e209b81a5","Bonjour, ce jeu de données sera-t-il mis à jour avec les données de la rentrée 2025 ? SI oui quand ?
Bonjour, oui ces données seront mises à jour mais j'ignore quand.",2026-03-10 16:08,stéphane lebrasseur,58781988384209816,,
6984dc5b69ad289dcaf893f7,Philippe Litou,Annuaire de l'éducation,Fiabilité,Incohérence des données,2026-02-05 18:07,Dataset,5889d03fa3a72974cbf0d5b1,Lycée Galilée de Combs la Ville (77380) mal positionné,2,"587f81e988ee384e209b81a5,6984d8e7e3d5cc823abc0253","Le fichier https://www.data.gouv.fr/datasets/annuaire-de-leducation?resource_id=b22f04bf-64a8-495d-b8bb-d84dbc4c7983 (fr-en-annuaire-education.csv) donne une position erronée du Lycée Galilée de Combs la ville (77380), identifiant 0772127U. Les colonnes latitude et longitude valent respectivement 48.652191439656086 et  2.56174477575254, position située rue Berthelot de la même ville. L'adresse spécifiée est la bonne (avenue Malraux) mais les coordonnées (entrée du bâtiment) sont plutôt proches de :  longitude = 2,5588 latitude = 48,6577 
Bonjour, la valeur du champ ""precision_localisation"" est ""rue"", ce qui indique que l'établissement a été positionné sur la rue par l'IGN. Comme vous le faites remarquer, la position de la rues est correcte.",2026-02-06 08:08,stéphane lebrasseur,58781988384209816,Ministères de l'Éducation nationale,534fff8fa3a7292c64a77f22
6934570ac5f9499a72e1a3bc,Neila Lu,Annuaire de l'éducation,Accessibilité,Absence de données,2025-12-06 16:17,Dataset,5889d03fa3a72974cbf0d5b1,Manque nombre d'élèves,2,"587f81e988ee384e209b81a5,6932fb1992adb9f6d599323e","Bonjour, Dans la dernière mise à jour, la variable nombre_d_eleves ne contient plus de valeurs. Est-ce volontaire ou s'agit-il d'un oubli ? Merci
Bonjour,  le service producteur des données a décidé de ne plus maintenir ce champ. D'une part, les données sont disponibles dans d'autres jeux ouvert, et d'autre part les décalages de date de mise à jour entre les différents types d'établissements rendait cette donnée difficilement lisible.",2025-12-15 10:33,stéphane lebrasseur,58781988384209816,Ministères de l'Éducation nationale,534fff8fa3a7292c64a77f22
68c139c999224f4bbe05bee5,henri labarre,Annuaire de l'éducation,Accessibilité,Absence de données,2025-09-10 08:41,Dataset,5889d03fa3a72974cbf0d5b1,Manque nombre d'élèves,1,56a2069cc751df617bade716,Bonjour dans la dernière mise à jour il n'y a plus le nombre_d_eleves est ce volontaire ou un oubli?   merci pour le retour,,,,,
6811f0e945b196ccd6836cbe,Guillaume Gasnier,Annuaire de l'éducation,Compréhension,Absence de description des variables,2025-04-30 09:44,Dataset,5889d03fa3a72974cbf0d5b1,code_nature et libelle_nature : liste complète de ces codes,2,"5fc6412720b3858e6657c31b,587f81e988ee384e209b81a5","Bonjour,  Les données code_nature/libelle_nature sont très intéressantes et permettent de faire une classification très précise, mais je ne trouve pas d'informations à leur sujet (règles,liste complètes, etc..). Savez si il existe un tel schéma quelque part ?  Merci
Bonjour,  la nomenclature des natures d'établissements est disponible dans la base centrale des nomenclatures de la DEPP : https://bcn.depp.education.fr/bcn/workspace/viewTable/n/N_NATURE_UAI",,,,,
66f593b691bcb9df470ac70a,Patrick Lambret,Annuaire de l'éducation,Accessibilité,Absence de données,2024-09-26 17:02,Dataset,5889d03fa3a72974cbf0d5b1,UAI introuvable dans la base,2,"587f81e988ee384e209b81a5,6233030cbc26e55d984d32f1","Bonjour,   dans le cadre du plan école, nous essayons de lier les données de demande de subvention Fonds vert pour la rénovation énergétique des bâtiments publiques aux établissement scolaires concernés via un champ de type ""Annuaire de l'éducation"" dans un formulaire Démarches Simplifiées (qui s'appuie sur cette API il me semble).  Problème, l'UAI 0880776R de l'école maternelle située au 34 place Henri Thomas 88700 ANGLEMEONT semble introuvable dans la base, pourtant on le retrouve bien dans cette base de données (dont la source semble être l'annuaire de l'éducation) : https://explore.data.gouv.fr/fr/datasets/5889d03fa3a72974cbf0d5b1/?Identifiant_de_l_etablissement__contains=0880776R#/resources/85aefd85-3025-400f-90ff-ccfd17ca588e   Y a t-il une explication quand à cette différence entre les 2 bases ?  Merci d'avance !
Bonjour, cette école est fermée. Le lien https://explore.data.gouv.fr/fr/datasets/5889d03fa3a72974cbf0d5b1/?Identifiant_de_l_etablissement__contains=0880776R#/resources/85aefd85-3025-400f-90ff-ccfd17ca588e  utilise des données ""Annuaire de l'éducation, photo du 12 septembre 2019"" comme indiqué dans sa description. L'école figure dans le jeu de données ""Établissements fermés"" : https://data.education.gouv.fr/explore/dataset/fr-en-etablissements-fermes/table/?q=0880776R",,,,,
693849bf640f44c8af01f905,Cha Vincent,Organisation du temps scolaire,Actualisation,Erreur d'actualisation,2025-12-09 16:09,Dataset,5889d042a3a72974cbf0d5b9,Date de mise à jour,1,582d8d5388ee385920c65bb4,"Bonjour, Les données viennent d'être mises à jour et portant ce sont toujours celles de 2020-2021. Dans l'attente de données plus récentes. Cordialement CV",,,,,
693041df566fe055418448b7,Francis Chabouis,Adresse et géolocalisation des établissements d'enseignement des premier et second degrés,Autre,Proposition de mots-clefs,2025-12-03 13:57,Dataset,5889d042a3a72974cbf0d5b8,Ajout du tag RNB au jeu de données,2,"587f81e988ee384e209b81a5,5e60d6668b4c410c429b8a4a","Bonjour, Le jeu contenant des ID-RNB, est-il possible de le tagger avec le tag RNB ? Cela permettra de l'identifier comme contenant cette information. https://www.data.gouv.fr/datasets/search/?q=RNB&tag=rnb Cordialement, Francis Chabouis (équipe RNB)
Bonjour, le tag a été ajouté.",2025-12-15 10:36,stéphane lebrasseur,58781988384209816,Ministères de l'Éducation nationale,534fff8fa3a7292c64a77f22
666af789e8211ad697658ab7,Bernard Domenge,Adresse et géolocalisation des établissements d'enseignement des premier et second degrés,Accessibilité,Demande de jeu de données (set),2024-06-13 13:43,Dataset,5889d042a3a72974cbf0d5b8,Etablissements français à l'étranger,2,"587f81e988ee384e209b81a5,666af6382087d27cc01067f2","Bonjour, Cette base est très pratique, nous aimerions avoir la même pour les établissements français à l'étranger ? Existe-t-il une telle base ? Merci d'avance pour votre réponse,
Bonjour, le jeu de données se limite aux établissements situés en France. Il n'existe pas d'équivalent pour les établissements situés à l'étranger.",,,,,
65dc693715da9141317f03d1,Vincent Fabry,Adresse et géolocalisation des établissements d'enseignement des premier et second degrés,Fiabilité,Erreur dans les données fournies,2024-02-26 10:34,Dataset,5889d042a3a72974cbf0d5b8,Mauvaise géolocalisation d'un établissement,1,5bbdca348b4c4138867380a6,"Bonjour, L'établissement 0595227L est mal géolocalisé : il est localisé près de Bordeaux alors qu'il devrait être près de Lille. VF - Géo2France",,,,,
6411fc88878da51124a47e64,Vincent Leblond,Adresse et géolocalisation des établissements d'enseignement des premier et second degrés,Actualisation,Erreur d'actualisation,2023-03-15 18:12,Dataset,5889d042a3a72974cbf0d5b8,Mise à jour incomplète,2,"587f81e988ee384e209b81a5,63a2fcea9f004e700e740aa2","Bonjour, Dans ce nouveau fichier, il manque de très nombreux établissements. Je n'en dénombre qu'un seul à Nantes ! Pourriez vous faire remonter le problème au fournisseur des données ? En vous remerciant.
Bonjour,  il y a eu un dysfonctionnement sur l'alimentation des données ouvertes sur les établissements. Il est résolu.",,,,,
6817f8562851af002e1cd711,Antonin Nouvian,Indices de position sociale des lycées (à partir de 2023),Fiabilité,Incohérence des données,2025-05-04 23:29,Dataset,664d720768d6ab64e06740f0,Code région inccorect,2,"587f81e988ee384e209b81a5,6817f48d7b2caddd034bedda","J'ai l'impression que les codes associés région fourni ne correspondent pas au code région au sens du COG (https://www.data.gouv.fr/fr/datasets/code-officiel-geographique-cog/) Si c'est un autre codage des régions, il faudrait le préciser, c'est ambigu.
Bonjour, comme indiqué dans la description, il s'agit de région académique, aucune ambiguïté : https://bcn.depp.education.fr/bcn/workspace/viewTable/n/N_REGION_ACADEMIQUE",,,,,
672c885d4c1b54adc1cb9ffe,renaud moulin,Effectifs dans les enseignements de spécialités en Terminale générale,Fiabilité,Erreur dans les données fournies,2024-11-07 09:29,Dataset,60b06b083b105868f56ca196,Véracité des chiffres,4,"672c86efb9a7cca60ca640c5,587f81e988ee384e209b81a5","Bonjour, Vice-président de l'association ""Sciences on stage"", je souhaitais m'appuyer sur les chiffres de ce tableau pour lever des fonds privés pour notre association qui a pour but, entre autre de développer l’intérêt des jeunes pour les sciences. Or je m'aperçois que les données sont fausses : 1er exemple : le nombre de filles et garçons additionnés ne correspond pas au nombre total d'élèves ; 2ème exemple : les chiffres de mon lycée ne sont pas justes ; 3ème exemple : les chiffres de la doublette Mathématique+NSI au lycée d'Amboise sont faux. La science ne peut pas supporter l'à peu près. Sinon elle n'est pas crédible.
Bonjour, j'ai vérifié les données mises à disposition : pour chaque établissement, la valeur du champ ""Effectif total"" est bien la somme des valeurs de ""Effectif total filles"" et de ""Effectif total garçons"".
la somme garçons + filles, c'est au niveau national qu'elle n'est pas juste
Le nombre d'élèves dans les spécialités dans mon lycée St Denis Loches (37600) se sont pas justes",,,,,
66fc3cd9a9ad275e9f0e9368,G CH,Carte scolaire des collèges publics,Accessibilité,Absence de données,2024-10-01 18:18,Dataset,60e678fececb26f4352c4f6a,Académie de Strasbourg,2,"66fc3c72731fe579d5ca7246,587f81e988ee384e209b81a5","Bonjour, les données concernant le nouveau collège de Kembs ne figurent pas dans le document.
Bonjour, ce jeu de données carte scolaire couvre les collèges publics, celui de Kembs est privé.",,,,,
6513f7f2f3b616f2821c9a0d,CIO Vienne,Carte scolaire des collèges publics,Accessibilité,Absence de données,2023-09-27 09:37,Dataset,60e678fececb26f4352c4f6a,Académie de Lyon,2,"587f81e988ee384e209b81a5,6513f6de9713284a5aaf6f23","Bonjour. Les données pour les collèges de la Loire (42) ne figurent pas dans le fichier. Cordialement.
Bonjour, il s'agissait d'un dysfonctionnement. Il a été résolu.",,,,,
64186fe38b432a2236b084f5,DELETED DELETED,Carte scolaire des collèges publics,Accessibilité,Absence de données,2023-03-20 15:38,Dataset,60e678fececb26f4352c4f6a,Val de Marne (94),1,64186df29db42c78933ca133,"Bonjour, Les données du Val-de-Marne (94) ne semblent pas être disponibles (alors qu'il n'est pas cité dans les départements n'ayant pas encore intégré leurs données dans l'application Affelnet 6e). Cordialement, LLF",,,,,
640068510489b6982a770fb2,Anne GASPARD,Carte scolaire des collèges publics,Accessibilité,Absence de données,2023-03-02 10:11,Dataset,60e678fececb26f4352c4f6a,Académie de Normandie,3,"587f81e988ee384e209b81a5,5e2815c4634f4160e600c860","Bonjour, Les données des Départements de l'Eure et de la Seine-Maritime ne figurent pas dans le fichier. S'agit-il d'une erreur ? Cordialement, AG
Bonjour, il s'agissait d'une anomalie. Elle a été corrigée.
Merci",,,,,
63dd12e3137377667601aaaa,DELETED DELETED,Carte scolaire des collèges publics,Accessibilité,Absence de données,2023-02-03 14:57,Dataset,60e678fececb26f4352c4f6a,Académie Aix Marseille,3,"63dd11ffb7de16ece2f67a8b,587f81e988ee384e209b81a5","Bonjour,  Les données de l'Académie Aix-Marseille sont visiblement manquantes. S'agit-il d'une anomalie ou d'une non transmission des données ?  Merci d'avance de votre réponse  CF 
Bonjour, il s'agissait d'une anomalie, elle a été corrigée.
Merci beaucoup !",,,,,
63bfeb6c99146b7aa4c39399,Jérôme Desboeufs,Carte scolaire des collèges publics,Accessibilité,Absence de données,2023-01-12 12:13,Dataset,60e678fececb26f4352c4f6a,Académie de Metz-Nancy manquante,3,"534fff42a3a7292c64a777c6,587f81e988ee384e209b81a5","Bonjour, Contrairement à ce qu'indique la description tous les collèges de l'académie de Metz-Nancy sont aussi manquants.
Bonjour, il s'agissait d'une anomalie. Elle a été résolue.
Merci !",,,,,
667ad1d5627ae3a44b4bb66c,Calice NGANGUE,Établissements fermés,Compréhension,Absence de description des variables,2024-06-25 14:19,Dataset,5cf8918906e3e7403dc3efe7,description des données,3,"667ad02bc80d2befa865e8c1,587f81e988ee384e209b81a5","Bonjour  J'aimerai savoir c'est quoi le ""code_academie"" et à quoi es ce qu'il renvoie, de même que ""nature_uai"" qu'es ce que ça signifie? pareil pour ""ulis"", ""greta"". lorsque vous mettez false par exemple sur ""restauration"" es ce pour dire que cet établissement ne proposais pas de repas au déjeuner?  Merci d'avance pour votre réponse.
Bonjour, le modèle de données se trouve dans le jeu de données original, à l'onglet ""Informations"", chapitre ""Modèle de données"" : https://data.education.gouv.fr/explore/dataset/fr-en-etablissements-fermes/information/ code_academie est le code de l'académie nature_uai est le code nature de l'établissement. Il s'agit d'une classification des établissements de l'Éducation Nationale accessible à l'adresse http://infocentre.pleiade.education.fr/bcn/workspace/viewTable/n/N_NATURE_UAI Les ULIS (unités localisées pour l'inclusion scolaire) sont des dispositifs qui permettent la scolarisation d'élèves en situation de handicap (https://eduscol.education.fr/1164/enseigner-avec-l-appui-d-une-unite-localisee-pour-l-inclusion-scolaire-ulis) Les GRETA sont des groupements d'établissements - lycées et collèges publics - qui mutualisent leurs ressources et leurs compétences pour former des adultes et des jeunes en apprentissage (https://eduscol.education.fr/1480/l-essentiel-sur-le-reseau-des-greta). La valeur ""false"" pour restauration signifie que l'établissement proposait une offre de restauration, la base de données source ne donne pas de détail sur cette offre.
Merci pour votre réponse",,,,,
660e81184f3e97ad0fb17437,Samuel Krempp,Indicateurs de valeur ajoutée des lycées d'enseignement général et technologique (ancien),Compréhension,Descriptions imprécises,2024-04-04 10:29,Dataset,5889d042a3a72974c1f0d607,Effectifs séries technologiques,2,"660e8026a61bb1547766f7b6,587f81e988ee384e209b81a5","Bonjour Je ne vois pas quel(s) champs donnent le nombre d'élèves en séries technologiques, seulement l'effectif combiné général + technologique. Est-ce présent, ou dans un autre dataset ?
Bonjour, les effectifs détaillés dans les lycées généraux et technologiques se trouvent dans ce jeu de données : Effectifs d’élèves en lycée d'enseignement général et technologique  (https://www.data.gouv.fr/fr/datasets/effectifs-deleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-par-lycee-denseignement-general-et-technologique-date-dobservation-au-debut-du-mois-doctobre-chaque-annee/)",,,,,
